num,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,KH_golgi,Organism,Uniprot_GO
8661,NOTCH2,Q04721,Plasma membrane,0,1,0,0,0,human,0
4111,NOTO,A8MTQ0,Nucleus,1,0,0,0,0,human,0
4112,NOVA1,P51513,Nucleus,1,0,0,0,0,human,0
4113,NOVA2,Q9UNW9,Nucleus,1,0,0,0,0,human,0
4114,NOX1,Q9Y5S8,Plasma membrane,1,0,0,0,0,human,0
4115,NOX5,Q96PH1,ER,1,0,0,0,0,human,0
4116,NPAP1,Q9NZP6,Nucleus,1,0,0,0,0,human,0
4117,NPAS1,Q99742,Nucleus,1,0,0,0,0,human,0
4118,NPAS2,Q99743,Nucleus,1,0,0,0,0,human,0
4119,NPAS3,Q8IXF0,Nucleus,1,0,0,0,0,human,0
4120,NPAS4,Q8IUM7,Nucleus,1,0,0,0,0,human,0
4121,NPAT,Q14207,Nucleus,1,0,0,0,0,human,0
4122,NPBWR1,P48145,Plasma membrane,1,0,0,0,0,human,0
4123,NPBWR2,P48146,Plasma membrane,1,0,0,0,0,human,0
4124,NPC1,O15118,Lysosome,1,0,0,0,0,human,0
4125,NPC2,P61916,Lysosome,1,0,0,0,0,human,0
9075,NPDC1,Q9NQX5,Endosome,0,0,1,0,0,human,0
10682,NPEPL1,Q8NDH3,Large Protein Complex,0,0,0,1,0,human,0
9515,NPEPPS,P55786,Golgi,0,0,0,1,0,human,0
4126,NPFFR1,Q9GZQ6,Plasma membrane,1,0,0,0,0,human,0
4127,NPFFR2,Q9Y5X5,Plasma membrane,1,0,0,0,0,human,0
4128,NPHS1,O60500,Plasma membrane,1,0,0,0,0,human,0
4129,NPIPA1,Q9UND3,Nucleus,1,0,0,0,0,human,0
4130,NPIPB2,A6NJ64,Nucleus,1,0,0,0,0,human,0
4131,NPL,Q9BXD5,Cytoplasm,1,0,0,0,0,human,0
10958,NPLOC4,Q8TAT6,Large Protein Complex,0,0,0,1,0,human,0
10244,NPM1,P06748,Large Protein Complex,0,0,0,1,0,human,0
4132,NPM3,O75607,Nucleus,1,0,0,0,0,human,0
9645,NPR1,P16066,Plasma membrane,0,0,0,1,0,human,0
4133,NPR2,P20594,Plasma membrane,1,0,0,0,0,human,0
9613,NPR3,P17342,Plasma membrane,0,0,0,1,0,human,0
4134,NPRL2,Q8WTW4,Lysosome,1,0,0,0,0,human,0
4135,NPRL3,Q12980,Lysosome,1,0,0,0,0,human,0
4136,NPTN,Q9Y639,Plasma membrane,1,0,0,0,0,human,0
8222,NPTX1,Q15818,ER-Lumen,0,1,0,0,0,human,0
4137,NPY1R,P25929,Plasma membrane,1,0,0,0,0,human,0
4138,NPY2R,P49146,Plasma membrane,1,0,0,0,0,human,0
4139,NPY4R,P50391,Plasma membrane,1,0,0,0,0,human,0
4140,NPY4R2,P0DQD5,Plasma membrane,1,0,0,0,0,human,0
4141,NPY5R,Q15761,Plasma membrane,1,0,0,0,0,human,0
4142,NQO1,P15559,Cytoplasm,1,0,0,0,0,human,0
4143,NQO2,P16083,Cytoplasm,1,0,0,0,0,human,0
4144,NR1H2,P55055,Nucleus,1,0,0,0,0,human,0
4145,NR1H4,Q96RI1,Nucleus,1,0,0,0,0,human,0
4146,NR1I2,O75469,Nucleus,1,0,0,0,0,human,0
4147,NR2C1,P13056,Nucleus,1,0,0,0,0,human,0
4148,NR2C2,P49116,Nucleus,1,0,0,0,0,human,0
4149,NR2C2AP,Q86WQ0,Nucleus,1,0,0,0,0,human,0
4150,NR2E1,Q9Y466,Nucleus,1,0,0,0,0,human,0
4151,NR2E3,Q9Y5X4,Nucleus,1,0,0,0,0,human,0
4152,NR2F1,P10589,Nucleus,1,0,0,0,0,human,0
4153,NR2F2,P24468,Nucleus,1,0,0,0,0,human,0
4154,NR2F6,P10588,Nucleus,1,0,0,0,0,human,0
10959,NR3C1,P04150,Large Protein Complex,0,0,0,1,0,human,0
4155,NR4A3,Q92570,Nucleus,1,0,0,0,0,human,0
4156,NR5A1,Q13285,Nucleus,1,0,0,0,0,human,0
4157,NR5A2,O00482,Nucleus,1,0,0,0,0,human,0
4158,NR6A1,Q15406,Nucleus,1,0,0,0,0,human,0
4159,NRAC,Q8N912,Plasma membrane,1,0,0,0,0,human,0
8662,NRAS,P01111,Plasma membrane,0,1,0,0,0,human,0
10960,NRBF2,Q96F24,Large Protein Complex,0,0,0,1,0,human,0
4160,NRBP2,Q9NSY0,Cytoplasm,1,0,0,0,0,human,0
8938,NRDC,O43847,Mitochondria,0,1,0,0,0,human,0
4161,NRDE2,Q9H7Z3,Nucleus,1,0,0,0,0,human,0
4162,NREP,Q16612,Cytoplasm,1,0,0,0,0,human,0
4163,NRF1,Q16656,Nucleus,1,0,0,0,0,human,0
4164,NRF1,Q14494,Nucleus,1,0,0,0,0,human,0
4165,NRIP1,P48552,Nucleus,1,0,0,0,0,human,0
4166,NRIP2,Q9BQI9,Nucleus,1,0,0,0,0,human,0
4167,NRM,Q8IXM6,Nucleus,1,0,0,0,0,human,0
4168,NRN1,Q9NPD7,Plasma membrane,1,0,0,0,0,human,0
4169,NRN1L,Q496H8,Plasma membrane,1,0,0,0,0,human,0
4170,NRXN1,Q9ULB1,Plasma membrane,1,0,0,0,0,human,0
4171,NRXN1,P58400,Plasma membrane,1,0,0,0,0,human,0
4172,NSA2,O95478,Nucleus,1,0,0,0,0,human,0
4173,NSD1,Q96L73,Nucleus,1,0,0,0,0,human,0
4174,NSD3,Q9BZ95,Nucleus,1,0,0,0,0,human,0
4175,NSDHL,Q15738,ER,1,0,0,0,0,human,0
4176,NSF,P46459,Cytoplasm,1,0,0,0,0,human,0
10961,NSFL1C,Q9UNZ2,Large Protein Complex,0,0,0,1,0,human,0
4177,NSL1,Q96IY1,Nucleus,1,0,0,0,0,human,0
4178,NSMCE1,Q8WV22,Nucleus,1,0,0,0,0,human,0
4179,NSMCE2,Q96MF7,Nucleus,1,0,0,0,0,human,0
4180,NSMCE4A,Q9NXX6,Nucleus,1,0,0,0,0,human,0
4181,NSRP1,Q9H0G5,Nucleus,1,0,0,0,0,human,0
10245,NSUN2,Q08J23,Large Protein Complex,0,0,0,1,0,human,0
4182,NSUN3,Q9H649,Mitochondria,1,0,0,0,0,human,0
4183,NSUN4,Q96CB9,Mitochondria,1,0,0,0,0,human,0
10246,NSUN5,Q96P11-2,Large Protein Complex,0,0,0,1,0,human,0
4184,NSUN6,Q8TEA1,Cytoplasm,1,0,0,0,0,human,0
4185,NT5C,Q8TCD5,Cytoplasm,1,0,0,0,0,human,0
4186,NT5C1A,Q9BXI3,Cytoplasm,1,0,0,0,0,human,0
4187,NT5C1B,Q96P26,Cytoplasm,1,0,0,0,0,human,0
4188,NT5C2,P49902,Cytoplasm,1,0,0,0,0,human,0
8441,NT5C3A,Q9H0P0,Mitochondrion-OM,0,1,0,0,0,human,0
9546,NT5C3A,Q9H0P0-1,Mitochondria,0,0,0,1,0,human,0
4189,NT5C3B,Q969T7,Cytoplasm,1,0,0,0,0,human,0
8415,NT5DC2,Q9H857,Mitochondrion-Mtx,0,1,0,0,0,human,0
9547,NT5DC2,Q9H857-2,Mitochondria,0,0,0,1,0,human,0
8939,NT5DC3,Q86UY8,Mitochondria,0,1,0,0,0,human,0
4190,NT5E,P21589,Plasma membrane,1,0,0,0,0,human,0
4191,NT5M,Q9NPB1,Mitochondria,1,0,0,0,0,human,0
4192,NTAN1,Q96AB6,Cytoplasm,1,0,0,0,0,human,0
8940,NTHL1,P78549,Mitochondria,0,1,0,0,0,human,0
4193,NTM,Q9P121,Plasma membrane,1,0,0,0,0,human,0
4194,NTMT1,Q9BV86,Nucleus,1,0,0,0,0,human,0
4195,NTNG1,Q9Y2I2,Plasma membrane,1,0,0,0,0,human,0
4196,NTNG2,Q96CW9,Plasma membrane,1,0,0,0,0,human,0
10247,NTPCR,Q9BSD7,Large Protein Complex,0,0,0,1,0,human,0
4197,NTSR1,P30989,Plasma membrane,1,0,0,0,0,human,0
4198,NTSR2,O95665,Plasma membrane,1,0,0,0,0,human,0
4199,NUB1,Q9Y5A7,Nucleus,1,0,0,0,0,human,0
11287,NUBP1,P53384,Large Protein Complex,0,0,0,1,0,human,0
4200,NUBPL,Q8TB37,Mitochondria,1,0,0,0,0,human,0
4201,NUCB1,Q02818,Golgi,1,0,0,0,0,human,0
4202,NUCB2,P80303,Golgi,1,0,0,0,0,human,0
4203,NUCKS1,Q9H1E3,Nucleus,1,0,0,0,0,human,0
10962,NUDC,Q9Y266,Large Protein Complex,0,0,0,1,0,human,0
10683,NUDCD1,Q96RS6,Large Protein Complex,0,0,0,1,0,human,0
10963,NUDT1,P36639,Large Protein Complex,0,0,0,1,0,human,0
4204,NUDT10,Q8NFP7,Cytoplasm,1,0,0,0,0,human,0
4205,NUDT11,Q96G61,Cytoplasm,1,0,0,0,0,human,0
9372,NUDT12,Q9BQG2,ER,0,0,0,1,0,human,0
4206,NUDT14,O95848,Cytoplasm,1,0,0,0,0,human,0
4207,NUDT16L1,Q9BRJ7,Nucleus,1,0,0,0,0,human,0
4208,NUDT19,A8MXV4,Peroxisome,1,0,0,0,0,human,0
8941,NUDT2,P50583,Mitochondria,0,1,0,0,0,human,0
10248,NUDT21,O43809,Large Protein Complex,0,0,0,1,0,human,0
4209,NUDT3,O95989,Cytoplasm,1,0,0,0,0,human,0
4210,NUDT4,Q9NZJ9,Cytoplasm,1,0,0,0,0,human,0
10684,NUDT4,Q9NZJ9-2,Large Protein Complex,0,0,0,1,0,human,0
4211,NUDT4B,A0A024RBG1,Cytoplasm,1,0,0,0,0,human,0
4212,NUDT5,Q9UKK9,Nucleus,1,0,0,0,0,human,0
8942,NUDT6,P53370,Mitochondria,0,1,0,0,0,human,0
4213,NUDT7,P0C024,Peroxisome,1,0,0,0,0,human,0
8943,NUDT8,Q8WV74,Mitochondria,0,1,0,0,0,human,0
4214,NUDT9,Q9BW91,Mitochondria,1,0,0,0,0,human,0
4215,NUF2,Q9BZD4,Nucleus,1,0,0,0,0,human,0
4216,NUFIP1,Q9UHK0,Nucleus,1,0,0,0,0,human,0
10685,NUFIP2,Q7Z417,Large Protein Complex,0,0,0,1,0,human,0
4217,NUGGC,Q68CJ6,Nucleus,1,0,0,0,0,human,0
9646,NUMB,P49757,Plasma membrane,0,0,0,1,0,human,0
10249,NUMBL,Q9Y6R0,Large Protein Complex,0,0,0,1,0,human,0
8544,NUP107,P57740,Nuclear pore complex,0,1,0,0,0,human,0
8545,NUP133,Q8WUM0,Nuclear pore complex,0,1,0,0,0,human,0
4218,NUP153,P49790,Nucleus,1,0,0,0,0,human,0
8546,NUP155,O75694,Nuclear pore complex,0,1,0,0,0,human,0
4219,NUP160,Q12769,Nucleus,1,0,0,0,0,human,0
4220,NUP188,Q5SRE5,Nucleus,1,0,0,0,0,human,0
8547,NUP205,Q92621,Nuclear pore complex,0,1,0,0,0,human,0
8548,NUP210,Q8TEM1,Nuclear pore complex,0,1,0,0,0,human,0
8549,NUP214,P35658,Nuclear pore complex,0,1,0,0,0,human,0
11360,NUP214,P35658-4,Nuclear pore complex,0,0,0,1,0,human,0
4221,NUP35,Q8NFH5,Nucleus,1,0,0,0,0,human,0
4222,NUP37,Q8NFH4,Nucleus,1,0,0,0,0,human,0
4223,NUP43,Q8NFH3,Nucleus,1,0,0,0,0,human,0
4224,NUP50,Q9UKX7,Nucleus,1,0,0,0,0,human,0
8550,NUP54,Q7Z3B4,Nuclear pore complex,0,1,0,0,0,human,0
8551,NUP58,Q9BVL2,Nuclear pore complex,0,1,0,0,0,human,0
8552,NUP62,P37198,Nuclear pore complex,0,1,0,0,0,human,0
8553,NUP85,Q9BW27,Nuclear pore complex,0,1,0,0,0,human,0
4225,NUP88,Q99567,Nucleus,1,0,0,0,0,human,0
4226,NUP93,Q8N1F7,Nucleus,1,0,0,0,0,human,0
4227,NUP98,P52948,Nucleus,1,0,0,0,0,human,0
9430,NUPL2,O15504,Ergic/cisGolgi,0,0,0,1,0,human,0
4228,NUPR2,A6NF83,Nucleus,1,0,0,0,0,human,0
4229,NUS1,Q96E22,ER,1,0,0,0,0,human,0
10250,NUSAP1,Q9BXS6,Large Protein Complex,0,0,0,1,0,human,0
11288,NUTF2,P61970,Large Protein Complex,0,0,0,1,0,human,0
4230,NVL,O15381,Nucleus,1,0,0,0,0,human,0
4231,NWD1,Q149M9,Cytoplasm,1,0,0,0,0,human,0
9431,NXF1,Q9UBU9,Ergic/cisGolgi,0,0,0,1,0,human,0
9373,NXPH4,O95158,ER,0,0,0,1,0,human,0
9432,NXT1,Q9UKK6,Ergic/cisGolgi,0,0,0,1,0,human,0
9082,NYAP1,Q6ZVC0,Endosome,0,0,1,0,0,human,0
4232,OARD1,Q9Y530,Nucleus,1,0,0,0,0,human,0
11148,OAS1,P00973,Large Protein Complex,0,0,0,1,0,human,0
10251,OAS3,Q9Y6K5,Large Protein Complex,0,0,0,1,0,human,0
10252,OASL,Q15646,Large Protein Complex,0,0,0,1,0,human,0
4233,OAT,P04181,Mitochondria,1,0,0,0,0,human,0
4234,OAZ2,O95190,Nucleus,1,0,0,0,0,human,0
8944,OBSCN,Q5VST9,Mitochondria,0,1,0,0,0,human,0
10253,OBSL1,O75147,Large Protein Complex,0,0,0,1,0,human,0
4235,OCIAD1,Q9NX40,Endosome,1,0,0,0,0,human,0
4236,OCIAD2,Q56VL3,Endosome,1,0,0,0,0,human,0
4237,OCLN,Q16625,Plasma membrane,1,0,0,0,0,human,0
8170,OCRL,Q01968,Endosome,0,1,0,0,0,human,0
10964,ODF2,Q5BJF6,Large Protein Complex,0,0,0,1,0,human,0
8293,ODR4,Q5SWX8,ER-Membrane,0,1,0,0,0,human,0
10254,OFD1,O75665,Large Protein Complex,0,0,0,1,0,human,0
8416,OGDH,Q02218,Mitochondrion-Mtx,0,1,0,0,0,human,0
4238,OGDHL,Q9ULD0,Mitochondria,1,0,0,0,0,human,0
10965,OGFOD1,Q8N543,Large Protein Complex,0,0,0,1,0,human,0
9374,OGFOD3,Q6PK18,ER,0,0,0,1,0,human,0
11289,OGFR,Q9NZT2,Large Protein Complex,0,0,0,1,0,human,0
10255,OGT,O15294,Large Protein Complex,0,0,0,1,0,human,0
4239,OIP5,O43482,Nucleus,1,0,0,0,0,human,0
10966,OLA1,Q9NTK5,Large Protein Complex,0,0,0,1,0,human,0
4240,OLAH,Q9NV23,Cytoplasm,1,0,0,0,0,human,0
9396,OLFML2A,Q68BL7,ER,0,0,0,1,0,human,0
4241,OLIG1,Q8TAK6,Nucleus,1,0,0,0,0,human,0
4242,OLIG3,Q7RTU3,Nucleus,1,0,0,0,0,human,0
9647,OLR1,P78380,Plasma membrane,0,0,0,1,0,human,0
4243,OMA1,Q96E52,Mitochondria,1,0,0,0,0,human,0
4244,OMG,P23515,Plasma membrane,1,0,0,0,0,human,0
4245,OMP,P47874,Cytoplasm,1,0,0,0,0,human,0
4246,ONECUT1,Q9UBC0,Nucleus,1,0,0,0,0,human,0
4247,ONECUT2,O95948,Nucleus,1,0,0,0,0,human,0
4248,ONECUT3,O60422,Nucleus,1,0,0,0,0,human,0
4249,OPA1,O60313,Mitochondria,1,0,0,0,0,human,0
9548,OPA1,O60313-2,Mitochondria,0,0,0,1,0,human,0
4250,OPA3,Q9H6K4,Mitochondria,1,0,0,0,0,human,0
4251,OPALIN,Q96PE5,Plasma membrane,1,0,0,0,0,human,0
4252,OPCML,Q14982,Plasma membrane,1,0,0,0,0,human,0
10686,OPHN1,O60890,Large Protein Complex,0,0,0,1,0,human,0
4253,OPN1MW,P04001,Plasma membrane,1,0,0,0,0,human,0
4254,OPN1MW2,P0DN77,Plasma membrane,1,0,0,0,0,human,0
4255,OPN1MW3,P0DN78,Plasma membrane,1,0,0,0,0,human,0
4256,OPN4,Q9UHM6,Plasma membrane,1,0,0,0,0,human,0
4257,OPRD1,P41143,Plasma membrane,1,0,0,0,0,human,0
4258,OPRK1,P41145,Plasma membrane,1,0,0,0,0,human,0
4259,OR10A2,Q9H208,Plasma membrane,1,0,0,0,0,human,0
4260,OR10A3,P58181,Plasma membrane,1,0,0,0,0,human,0
4261,OR10A4,Q9H209,Plasma membrane,1,0,0,0,0,human,0
4262,OR10A5,Q9H207,Plasma membrane,1,0,0,0,0,human,0
4263,OR10A6,Q8NH74,Plasma membrane,1,0,0,0,0,human,0
4264,OR10A7,Q8NGE5,Plasma membrane,1,0,0,0,0,human,0
4265,OR10AC1,Q8NH08,Plasma membrane,1,0,0,0,0,human,0
4266,OR10AD1,Q8NGE0,Plasma membrane,1,0,0,0,0,human,0
4267,OR10AG1,Q8NH19,Plasma membrane,1,0,0,0,0,human,0
4268,OR10C1,Q96KK4,Plasma membrane,1,0,0,0,0,human,0
4269,OR10D3,Q8NH80,Plasma membrane,1,0,0,0,0,human,0
4270,OR10D4P,Q8NGN7,Plasma membrane,1,0,0,0,0,human,0
4271,OR10G2,Q8NGC3,Plasma membrane,1,0,0,0,0,human,0
4272,OR10G3,Q8NGC4,Plasma membrane,1,0,0,0,0,human,0
4273,OR10G4,Q8NGN3,Plasma membrane,1,0,0,0,0,human,0
4274,OR10G6,Q8NH81,Plasma membrane,1,0,0,0,0,human,0
4275,OR10G7,Q8NGN6,Plasma membrane,1,0,0,0,0,human,0
4276,OR10G8,Q8NGN5,Plasma membrane,1,0,0,0,0,human,0
4277,OR10G9,Q8NGN4,Plasma membrane,1,0,0,0,0,human,0
4278,OR10H1,Q9Y4A9,Plasma membrane,1,0,0,0,0,human,0
4279,OR10H2,O60403,Plasma membrane,1,0,0,0,0,human,0
4280,OR10H3,O60404,Plasma membrane,1,0,0,0,0,human,0
4281,OR10H4,Q8NGA5,Plasma membrane,1,0,0,0,0,human,0
4282,OR10H5,Q8NGA6,Plasma membrane,1,0,0,0,0,human,0
4283,OR10J1,P30954,Plasma membrane,1,0,0,0,0,human,0
4284,OR10J3,Q5JRS4,Plasma membrane,1,0,0,0,0,human,0
4285,OR10J4,P0C629,Plasma membrane,1,0,0,0,0,human,0
4286,OR10J5,Q8NHC4,Plasma membrane,1,0,0,0,0,human,0
4287,OR10J6P,Q8NGY7,Plasma membrane,1,0,0,0,0,human,0
4288,OR10K1,Q8NGX5,Plasma membrane,1,0,0,0,0,human,0
4289,OR10K2,Q6IF99,Plasma membrane,1,0,0,0,0,human,0
4290,OR10P1,Q8NGE3,Plasma membrane,1,0,0,0,0,human,0
4291,OR10Q1,Q8NGQ4,Plasma membrane,1,0,0,0,0,human,0
4292,OR10R2,Q8NGX6,Plasma membrane,1,0,0,0,0,human,0
4293,OR10S1,Q8NGN2,Plasma membrane,1,0,0,0,0,human,0
4294,OR10T2,Q8NGX3,Plasma membrane,1,0,0,0,0,human,0
4295,OR10V1,Q8NGI7,Plasma membrane,1,0,0,0,0,human,0
4296,OR10W1,Q8NGF6,Plasma membrane,1,0,0,0,0,human,0
4297,OR10X1,Q8NGY0,Plasma membrane,1,0,0,0,0,human,0
4298,OR10Z1,Q8NGY1,Plasma membrane,1,0,0,0,0,human,0
4299,OR11A1,Q9GZK7,Plasma membrane,1,0,0,0,0,human,0
4300,OR11G2,Q8NGC1,Plasma membrane,1,0,0,0,0,human,0
4301,OR11H1,Q8NG94,Plasma membrane,1,0,0,0,0,human,0
4302,OR11H12,B2RN74,Plasma membrane,1,0,0,0,0,human,0
4303,OR11H2,Q8NH07,Plasma membrane,1,0,0,0,0,human,0
4304,OR11H4,Q8NGC9,Plasma membrane,1,0,0,0,0,human,0
4305,OR11H6,Q8NGC7,Plasma membrane,1,0,0,0,0,human,0
4306,OR11H7,Q8NGC8,Plasma membrane,1,0,0,0,0,human,0
4307,OR11L1,Q8NGX0,Plasma membrane,1,0,0,0,0,human,0
4308,OR12D1,P0DN82,Plasma membrane,1,0,0,0,0,human,0
4309,OR12D2,P58182,Plasma membrane,1,0,0,0,0,human,0
4310,OR12D3,Q9UGF7,Plasma membrane,1,0,0,0,0,human,0
4311,OR13A1,Q8NGR1,Plasma membrane,1,0,0,0,0,human,0
4312,OR13C2,Q8NGS9,Plasma membrane,1,0,0,0,0,human,0
4313,OR13C3,Q8NGS6,Plasma membrane,1,0,0,0,0,human,0
4314,OR13C4,Q8NGS5,Plasma membrane,1,0,0,0,0,human,0
4315,OR13C5,Q8NGS8,Plasma membrane,1,0,0,0,0,human,0
4316,OR13C6P,Q8NH95,Plasma membrane,1,0,0,0,0,human,0
4317,OR13C7,P0DN81,Plasma membrane,1,0,0,0,0,human,0
4318,OR13C8,Q8NGS7,Plasma membrane,1,0,0,0,0,human,0
4319,OR13C9,Q8NGT0,Plasma membrane,1,0,0,0,0,human,0
4320,OR13D1,Q8NGV5,Plasma membrane,1,0,0,0,0,human,0
4321,OR13F1,Q8NGS4,Plasma membrane,1,0,0,0,0,human,0
4322,OR13G1,Q8NGZ3,Plasma membrane,1,0,0,0,0,human,0
4323,OR13H1,Q8NG92,Plasma membrane,1,0,0,0,0,human,0
4324,OR13J1,Q8NGT2,Plasma membrane,1,0,0,0,0,human,0
4325,OR14A16,Q8NHC5,Plasma membrane,1,0,0,0,0,human,0
4326,OR14A2,Q96R54,Plasma membrane,1,0,0,0,0,human,0
4327,OR14C36,Q8NHC7,Plasma membrane,1,0,0,0,0,human,0
4328,OR14I1,A6ND48,Plasma membrane,1,0,0,0,0,human,0
4329,OR14J1,Q9UGF5,Plasma membrane,1,0,0,0,0,human,0
4330,OR14K1,Q8NGZ2,Plasma membrane,1,0,0,0,0,human,0
4331,OR14L1P,Q8NHC6,Plasma membrane,1,0,0,0,0,human,0
4332,OR1A1,Q9P1Q5,Plasma membrane,1,0,0,0,0,human,0
4333,OR1A2,Q9Y585,Plasma membrane,1,0,0,0,0,human,0
4334,OR1B1,Q8NGR6,Plasma membrane,1,0,0,0,0,human,0
4335,OR1C1,Q15619,Plasma membrane,1,0,0,0,0,human,0
4336,OR1D2,P34982,Plasma membrane,1,0,0,0,0,human,0
4337,OR1D4,P47884,Plasma membrane,1,0,0,0,0,human,0
4338,OR1D5,P58170,Plasma membrane,1,0,0,0,0,human,0
4339,OR1E1,P30953,Plasma membrane,1,0,0,0,0,human,0
4340,OR1E2,P47887,Plasma membrane,1,0,0,0,0,human,0
4341,OR1E3,Q8WZA6,Plasma membrane,1,0,0,0,0,human,0
4342,OR1F1,O43749,Plasma membrane,1,0,0,0,0,human,0
4343,OR1F12,Q8NHA8,Plasma membrane,1,0,0,0,0,human,0
4344,OR1F2P,Q96R84,Plasma membrane,1,0,0,0,0,human,0
4345,OR1G1,P47890,Plasma membrane,1,0,0,0,0,human,0
4346,OR1I1,O60431,Plasma membrane,1,0,0,0,0,human,0
4347,OR1J1,Q8NGS3,Plasma membrane,1,0,0,0,0,human,0
4348,OR1J2,Q8NGS2,Plasma membrane,1,0,0,0,0,human,0
4349,OR1J4,Q8NGS1,Plasma membrane,1,0,0,0,0,human,0
4350,OR1K1,Q8NGR3,Plasma membrane,1,0,0,0,0,human,0
4351,OR1L1,Q8NH94,Plasma membrane,1,0,0,0,0,human,0
4352,OR1L3,Q8NH93,Plasma membrane,1,0,0,0,0,human,0
4353,OR1L4,Q8NGR5,Plasma membrane,1,0,0,0,0,human,0
4354,OR1L6,Q8NGR2,Plasma membrane,1,0,0,0,0,human,0
4355,OR1L8,Q8NGR8,Plasma membrane,1,0,0,0,0,human,0
4356,OR1M1,Q8NGA1,Plasma membrane,1,0,0,0,0,human,0
4357,OR1N1,Q8NGS0,Plasma membrane,1,0,0,0,0,human,0
4358,OR1N2,Q8NGR9,Plasma membrane,1,0,0,0,0,human,0
4359,OR1P1,Q8NH06,Plasma membrane,1,0,0,0,0,human,0
4360,OR1Q1,Q15612,Plasma membrane,1,0,0,0,0,human,0
4361,OR1S1,Q8NH92,Plasma membrane,1,0,0,0,0,human,0
4362,OR1S2,Q8NGQ3,Plasma membrane,1,0,0,0,0,human,0
4363,OR2A1,Q8NGT9,Plasma membrane,1,0,0,0,0,human,0
4364,OR2A12,Q8NGT7,Plasma membrane,1,0,0,0,0,human,0
4365,OR2A14,Q96R47,Plasma membrane,1,0,0,0,0,human,0
4366,OR2A2,Q6IF42,Plasma membrane,1,0,0,0,0,human,0
4367,OR2A25,A4D2G3,Plasma membrane,1,0,0,0,0,human,0
4368,OR2A4,O95047,Plasma membrane,1,0,0,0,0,human,0
4369,OR2A5,Q96R48,Plasma membrane,1,0,0,0,0,human,0
4370,OR2A7,Q96R45,Plasma membrane,1,0,0,0,0,human,0
4371,OR2AE1,Q8NHA4,Plasma membrane,1,0,0,0,0,human,0
4372,OR2AG1,Q9H205,Plasma membrane,1,0,0,0,0,human,0
4373,OR2AG2,A6NM03,Plasma membrane,1,0,0,0,0,human,0
4374,OR2AJ1,Q8NGZ0,Plasma membrane,1,0,0,0,0,human,0
4375,OR2AK2,Q8NG84,Plasma membrane,1,0,0,0,0,human,0
4376,OR2AP1,Q8NGE2,Plasma membrane,1,0,0,0,0,human,0
4377,OR2AT4,A6NND4,Plasma membrane,1,0,0,0,0,human,0
4378,OR2B11,Q5JQS5,Plasma membrane,1,0,0,0,0,human,0
4379,OR2B2,Q9GZK3,Plasma membrane,1,0,0,0,0,human,0
4380,OR2B3,O76000,Plasma membrane,1,0,0,0,0,human,0
4381,OR2B6,P58173,Plasma membrane,1,0,0,0,0,human,0
4382,OR2B8P,P59922,Plasma membrane,1,0,0,0,0,human,0
4383,OR2C1,O95371,Plasma membrane,1,0,0,0,0,human,0
4384,OR2C3,Q8N628,Plasma membrane,1,0,0,0,0,human,0
4385,OR2D2,Q9H210,Plasma membrane,1,0,0,0,0,human,0
4386,OR2D3,Q8NGH3,Plasma membrane,1,0,0,0,0,human,0
4387,OR2F1,Q13607,Plasma membrane,1,0,0,0,0,human,0
4388,OR2F2,O95006,Plasma membrane,1,0,0,0,0,human,0
4389,OR2G2,Q8NGZ5,Plasma membrane,1,0,0,0,0,human,0
4390,OR2G3,Q8NGZ4,Plasma membrane,1,0,0,0,0,human,0
4391,OR2G6,Q5TZ20,Plasma membrane,1,0,0,0,0,human,0
4392,OR2H1,Q9GZK4,Plasma membrane,1,0,0,0,0,human,0
4393,OR2H2,O95918,Plasma membrane,1,0,0,0,0,human,0
4394,OR2I1P,Q8NGU4,Plasma membrane,1,0,0,0,0,human,0
4395,OR2J1,Q9GZK6,Plasma membrane,1,0,0,0,0,human,0
4396,OR2J2,O76002,Plasma membrane,1,0,0,0,0,human,0
4397,OR2J3,O76001,Plasma membrane,1,0,0,0,0,human,0
4398,OR2K2,Q8NGT1,Plasma membrane,1,0,0,0,0,human,0
4399,OR2L13,Q8N349,Plasma membrane,1,0,0,0,0,human,0
4400,OR2L2,Q8NH16,Plasma membrane,1,0,0,0,0,human,0
4401,OR2L3,Q8NG85,Plasma membrane,1,0,0,0,0,human,0
4402,OR2L5,Q8NG80,Plasma membrane,1,0,0,0,0,human,0
4403,OR2L8,Q8NGY9,Plasma membrane,1,0,0,0,0,human,0
4404,OR2M2,Q96R28,Plasma membrane,1,0,0,0,0,human,0
4405,OR2M3,Q8NG83,Plasma membrane,1,0,0,0,0,human,0
4406,OR2M4,Q96R27,Plasma membrane,1,0,0,0,0,human,0
4407,OR2M5,A3KFT3,Plasma membrane,1,0,0,0,0,human,0
4408,OR2M7,Q8NG81,Plasma membrane,1,0,0,0,0,human,0
4409,OR2S2,Q9NQN1,Plasma membrane,1,0,0,0,0,human,0
4410,OR2T1,O43869,Plasma membrane,1,0,0,0,0,human,0
4411,OR2T10,Q8NGZ9,Plasma membrane,1,0,0,0,0,human,0
4412,OR2T11,Q8NH01,Plasma membrane,1,0,0,0,0,human,0
4413,OR2T12,Q8NG77,Plasma membrane,1,0,0,0,0,human,0
